"Imported Profiles","Company Table Data (Company filter table test (superhero))","First Name","Last Name","Full Name","Job Title","Location","Company Domain","LinkedIn Profile","Enrich Person from LinkedIn Profile","Picture Url Orig","Picture Url Copy","LinkedIn Picture Check","Image Description","Attribute Descriptions","Response","JSON Reformat (1)"
,,"Mike","Narkoff","Mike Narkoff","Chief Revenue Officer (CRO)","Charlotte Metro","fiduciarybenchmarks.com","https://linkedin.com/in/mikenarkoff",,,,"false",,,,
,,"Barnard","Ingram","Barnard Ingram","VP, National Sales Distribution","Dallas-Fort Worth Metroplex","augustarfinancial.com","https://linkedin.com/in/barnardingram",,,,"false",,,,
,,"Fran","Masters","Fran Masters","Vice President Sales","New York City Metropolitan Area",,"https://linkedin.com/in/fran-masters-5b07278",,,,"false",,,,
,,"Paul","Almeida","Paul Almeida","Vice President of Public Sector Sales","Washington DC-Baltimore Area","harness.io","https://linkedin.com/in/almeidapaul",,,,"false",,,,
,,"Chelsea","Sowards","Chelsea Sowards","Senior Vice President of Sales","Dallas-Fort Worth Metroplex","lumea.net","https://linkedin.com/in/chelsea-sowards-4368788",,,,"false",,,,
,,"Tim","Martin","Tim Martin","VP of Revenue Management","Kansas City Metropolitan Area","rhwhotels.com","https://linkedin.com/in/tim-martin-3b659510",,,,"false",,,,
,,"Alison","Childers","Alison Childers","Vice President, Sales","Dallas-Fort Worth Metroplex","salesforce.com","https://linkedin.com/in/alisonchilders",,,,"false",,,,
,,"Tammy","Raak","Tammy Raak","VP Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/tammy-raak-b21a5310",,,,"false",,,,
,,"Kevin","Collins","Kevin Collins","Vice President Sales","Washington DC-Baltimore Area","collectrx.com","https://linkedin.com/in/kevin-collins-2669787",,,,"false",,,,
,,"Austin","Harris","Austin Harris","Associate Vice President for Revenue Generation","Kansas City Metropolitan Area","kualumni.org","https://linkedin.com/in/austin-harris-100695",,,,"false",,,,
,,"Tom","Boyle","Tom Boyle","Vice President - Car Sales","Greater St. Louis","enterprisecarsales.com","https://linkedin.com/in/tom-boyle-1b2549a1",,,,"false",,,,
,,"Mark","Eaton, CCWP","Mark Eaton, CCWP","Vice President of Sales","San Francisco Bay Area","employnet.com","https://linkedin.com/in/mark-eaton-ccwp-8026121",,,,"false",,,,
,,"Reid","RODEN","Reid RODEN","VP of Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/reidroden",,,,"false",,,,
,,"Mark","Davidoff","Mark Davidoff","Chief Sales Officer (CSO)","Miami-Fort Lauderdale Area","trionworks.com","https://linkedin.com/in/mark-davidoff-90738265",,,,"false",,,,
,,"Eric","Choronzy","Eric Choronzy","Chief Revenue Officer","Greater Chicago Area","demandscience.ph","https://linkedin.com/in/ericchoronzy",,,,"false",,,,
,,"Kyle","Franklin, CPMR, CSP","Kyle Franklin, CPMR, CSP","Vice President of Sales","Greater Minneapolis-St. Paul Area","technicalpartnersgroup.com","https://linkedin.com/in/kyle-franklin-cpmr-csp-9532579",,,,"false",,,,
,,"Dale","Weathers","Dale Weathers","Vice President of Sales & Marketing","Salt Lake City Metropolitan Area","rimports.com","https://linkedin.com/in/daleweathers",,,,"false",,,,
,,"Alex","Mosher","Alex Mosher","Chief Revenue Officer (CRO)","Dallas-Fort Worth Metroplex","armis.com","https://linkedin.com/in/alex-mosher",,,,"false",,,,
,,"George","Seymour, MBA","George Seymour, MBA","Chief Revenue Officer (CRO)","Atlanta Metropolitan Area","aderant.com","https://linkedin.com/in/geseymour",,,,"false",,,,
,,"Scott","Wisher, PG","Scott Wisher, PG","Executive Vice President, Revenue","Denver Metropolitan Area","cascade-env.com","https://linkedin.com/in/scottwisher",,,,"false",,,,
,,"Tom","Milne","Tom Milne","Vice President, Global Sales Development","Greater Minneapolis-St. Paul Area","on24.com","https://linkedin.com/in/tom-milne21",,,,"false",,,,
,,"Tyler","Flynn","Tyler Flynn","Vice President of Sales","Miami-Fort Lauderdale Area","jupfin.com","https://linkedin.com/in/tyler-flynn-846347174",,,,"false",,,,
,,"Matt","Pannell","Matt Pannell","Vice President of Sales","Dallas-Fort Worth Metroplex","icongolfstudio.com","https://linkedin.com/in/matt-pannell-09181618b",,,,"false",,,,
,,"Tugdual","Denis","Tugdual Denis","Vice President of Sales","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/tugdual-denis-20b36329",,,,"false",,,,
,,"Sean","Kevin","Sean Kevin","Senior Vice President of Sales and Marketing","Greater Minneapolis-St. Paul Area",,"https://linkedin.com/in/seanrkevin",,,,"false",,,,
,,"Jeff","Liebhardt","Jeff Liebhardt","Senior Vice President of Sales and Strategic Partnerships","Dallas-Fort Worth Metroplex","balconesdistilling.com","https://linkedin.com/in/jeff-liebhardt-39aa783",,,,"false",,,,
,,"Tysen","Webb","Tysen Webb","VP of Sales & Marketing","Salt Lake City Metropolitan Area","r5homes.net","https://linkedin.com/in/tysen-webb",,,,"false",,,,
,,"Bryan","Herrmann","Bryan Herrmann","Vice President of Revenue Management","Washington DC-Baltimore Area","baywoodhotels.com","https://linkedin.com/in/bryan-herrmann-5ab786b",,,,"false",,,,
,,"Ryan","Harris","Ryan Harris","Vice President of Sales & Marketing, Furniture Division","Washington DC-Baltimore Area","gerstelofficefurniture.com","https://linkedin.com/in/ryan-harris-gerstelofficefurniture",,,,"false",,,,
,,"Nicholas","Maio","Nicholas Maio","Vice President Sales","New York City Metropolitan Area","usi.com","https://linkedin.com/in/nicholas-maio-2a393215a",,,,"false",,,,
,,"Ryan","Tofteland","Ryan Tofteland","Vice President of Sales","Greater Minneapolis-St. Paul Area","scansource.com","https://linkedin.com/in/ryan-tofteland-73a8b438",,,,"false",,,,
,,"Lorie","Ingram","Lorie Ingram","Vice President of Sales","Greater Minneapolis-St. Paul Area","tailgatespices.com","https://linkedin.com/in/lorieingram",,,,"false",,,,
,,"Paul","Cantwell","Paul Cantwell","Executive Vice President of Worldwide Sales & Marketing","Washington DC-Baltimore Area","yorktel.com","https://linkedin.com/in/pacantwell",,,,"false",,,,
,,"John","McIntyre","John McIntyre","VP Sales","Los Angeles Metropolitan Area",,"https://linkedin.com/in/john-mcintyre-38085128",,,,"false",,,,
,,"Mike","Lee","Mike Lee","Vice President of Sales","Dallas-Fort Worth Metroplex","isaacmorris.com","https://linkedin.com/in/mike-lee-36823a4b",,,,"false",,,,
,,"Christa","Stramella, MBA","Christa Stramella, MBA","Vice President, Sales & Customer Success","Washington DC-Baltimore Area","2u.com","https://linkedin.com/in/christastramella",,,,"false",,,,
,,"Crystal","Heck","Crystal Heck","Senior Vice President, Regional Sales Consultant","Dallas-Fort Worth Metroplex","firstcitizens.com","https://linkedin.com/in/crystalheck",,,,"false",,,,
,,"Dan","Stoks","Dan Stoks","Chief Revenue Officer","Atlanta Metropolitan Area","ever.ag","https://linkedin.com/in/danstoks",,,,"false",,,,
,,"John","Minardi","John Minardi","Vice President Sales","New York City Metropolitan Area","anthonyandsonsbakery.com","https://linkedin.com/in/john-minardi-40a7541a",,,,"false",,,,
,,"Rob","Marino","Rob Marino","Executive Vice President, Sales Operations","Greater Minneapolis-St. Paul Area","kuritaamerica.com","https://linkedin.com/in/robmarino",,,,"false",,,,
,,"Jay","Glogovsky","Jay Glogovsky","Vice President, Revenue Operations & Analytics","New York City Metropolitan Area","nytco.com","https://linkedin.com/in/jglogovsky",,,,"false",,,,
,,"Shadie","Qaqish","Shadie Qaqish","Vice President, Enterprise Sales","Los Angeles Metropolitan Area","innovage.com","https://linkedin.com/in/shadieq",,,,"false",,,,
,,"Kevin","Moore","Kevin Moore","Vice President of Sales","Dallas-Fort Worth Metroplex","vergetech.cloud","https://linkedin.com/in/vergekevinmoore",,,,"false",,,,
,,"Thomas","May","Thomas May","VP Sales","San Francisco Bay Area","lockdowel.com","https://linkedin.com/in/thomasamay",,,,"false",,,,
,,"Jeffrey","Leone","Jeffrey Leone","Vice President. Territory Sales","Washington DC-Baltimore Area","americancentury.com","https://linkedin.com/in/jeffrey-leone",,,,"false",,,,
,,"Charlie","Kronschnabel","Charlie Kronschnabel","Vice President of Sales - West","Dallas-Fort Worth Metroplex","evtcorp.com","https://linkedin.com/in/kronschnabel",,,,"false",,,,
,,"Ryan","Harris","Ryan Harris","Vice President of Sales & Marketing, Furniture Division","Washington DC-Baltimore Area","gerstelofficefurniture.com","https://linkedin.com/in/ryan-harris2793",,,,"false",,,,
,,"Karl","Heckendorn","Karl Heckendorn","Vice President of Sales","Dallas-Fort Worth Metroplex","engagepeo.com","https://linkedin.com/in/karlheckendorn22",,,,"false",,,,
,,"Tami","Shulsen","Tami Shulsen","VP of Sales and Design","Salt Lake City Metropolitan Area","mwciutah.com","https://linkedin.com/in/tami-shulsen-28567421",,,,"false",,,,
,,"Jennifer","Brehm","Jennifer Brehm","Executive Vice President Of Sales","San Francisco Bay Area","laseraway.com","https://linkedin.com/in/jennifer-brehm-b642a5104",,,,"false",,,,
,,"Daniel ","Edenburg","Daniel Edenburg","VP of Sales","Miami-Fort Lauderdale Area","edenburghospitality.com","https://linkedin.com/in/daniel-edenburg-a8063122a",,,,"false",,,,
,,"Frank","McAdam","Frank McAdam","Sales Vice President","Charlotte Metro","bunn.com","https://linkedin.com/in/frank-mcadam-b0439037",,,,"false",,,,
,,"Brian","McCarthy","Brian McCarthy","Chief Revenue Officer","Greater Philadelphia","scale-data.com","https://linkedin.com/in/bkmccarthy",,,,"false",,,,
,,"Doug","Benson","Doug Benson","Vice President of Sales","Salt Lake City Metropolitan Area","benecardpbf.com","https://linkedin.com/in/doug-benson-20a5496",,,,"false",,,,
,,"Casipia","Breland","Casipia Breland","Regional Vice President of Sales","Dallas-Fort Worth Metroplex","mcrhotels.com","https://linkedin.com/in/casipia-breland-1715b422",,,,"false",,,,
,,"Tim","Langfield","Tim Langfield","Senior Vice President of Sales and Business Development","Greater Minneapolis-St. Paul Area","mvplogistics.com","https://linkedin.com/in/tim-langfield-9581a72b",,,,"false",,,,
,,"Jeffrey","Walsh","Jeffrey Walsh","Executive Vice President of Worldwide Sales","Kansas City Metropolitan Area","garsite.com","https://linkedin.com/in/jeffrey-walsh-06b6a09",,,,"false",,,,
,,"Jen","Herbert","Jen Herbert","Vice President, Specialty Sales","Washington DC-Baltimore Area","enlyte.com","https://linkedin.com/in/jenherbert116",,,,"false",,,,
,,"Leilani","Holliman MBA","Leilani Holliman MBA","Senior Vice President of Sales and Operations","Dallas-Fort Worth Metroplex","sigflow.com","https://linkedin.com/in/leilaniholliman",,,,"false",,,,
,,"Nebiat","Haile","Nebiat Haile","Vice President, Treasury Mangment Sales Consultant","San Francisco Bay Area","calbanktrust.com","https://linkedin.com/in/nebiat-haile-980947160",,,,"false",,,,
,,"Matt","Marshall","Matt Marshall","Chief Revenue Officer (CRO)","San Francisco Bay Area","socialchat.ai","https://linkedin.com/in/matt-marshall-3247b93",,,,"false",,,,
,,"Kacey","Wunsch","Kacey Wunsch","Executive Vice President of Sales & Customer Service","Washington DC-Baltimore Area","nulifemed.com","https://linkedin.com/in/kacey-wunsch-8b847324",,,,"false",,,,
,,"Estella","Burns","Estella Burns","Vice President of Sales & Systems","San Francisco Bay Area","aupaircare.com","https://linkedin.com/in/estellaburns",,,,"false",,,,
,,"Fred","Kratz","Fred Kratz","Vice President of Sales","Dallas-Fort Worth Metroplex","tidiproducts.com","https://linkedin.com/in/fred-kratz-44b5ab7",,,,"false",,,,
,,"Tim","Halfmann","Tim Halfmann","Chief Revenue Officer","Greater Chicago Area","mspark.com","https://linkedin.com/in/timhalfmann",,,,"false",,,,
,,"Rohit","Goel","Rohit Goel","Vice President-Sales","Greater Pittsburgh Region","stglobalpartners.com","https://linkedin.com/in/rohit-goel123",,,,"false",,,,
,,"Doug","Lowery","Doug Lowery","Chief Revenue Officer","Greater Chicago Area","brilliantfs.com","https://linkedin.com/in/douglowery",,,,"false",,,,
,,"Michael","Julian","Michael Julian","Vice President- Revenue Operations and Business Intelligence","Raleigh-Durham-Chapel Hill Area","toshiba.com","https://linkedin.com/in/michaeljulian375",,,,"false",,,,
,,"Ralph","Sanders","Ralph Sanders","Vice President of Sales","Raleigh-Durham-Chapel Hill Area","mycornelius.com","https://linkedin.com/in/ralphsanders3",,,,"false",,,,
,,"Andrew","Probert","Andrew Probert","VP of Sales","San Francisco Bay Area","areiasys.com","https://linkedin.com/in/andrew-probert-697b4351",,,,"false",,,,
,,"Ashley","Torres","Ashley Torres","Senior Vice President of Marketing, Sales Support, and Infrastructure","Raleigh-Durham-Chapel Hill Area","otgrowthpartners.com","https://linkedin.com/in/ashleytorres12",,,,"false",,,,
,,"Amy Alread","Chapin","Amy Alread Chapin","Chief Revenue Officer","Atlanta Metropolitan Area","mixwithintegrity.com","https://linkedin.com/in/amy-alread-chapin-70755778",,,,"false",,,,
,,"Carthele","Kelly","Carthele Kelly","Vice President of Sales Development & Operations","San Francisco Bay Area","glow.co","https://linkedin.com/in/carthelekelly",,,,"false",,,,
,,"Jason","Keefer","Jason Keefer","Vice President Sales","Washington DC-Baltimore Area","smith-nephew.com","https://linkedin.com/in/jason-keefer-2627594",,,,"false",,,,
,,"Gary","Kiesel","Gary Kiesel","Vice President Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/gary-kiesel-57391bb",,,,"false",,,,
,,"Elias","Reyes","Elias Reyes","Vice President of Sales","San Francisco Bay Area","mexbound.com","https://linkedin.com/in/elias-reyes-4a991281",,,,"false",,,,
,,"David","Roberts","David Roberts","VP of Sales","Dallas-Fort Worth Metroplex","rockstartechnology.com","https://linkedin.com/in/davidroberts0333",,,,"false",,,,
,,"Ryan","Hegarty","Ryan Hegarty","Vice President - Local Linear & Digital Sales","Washington DC-Baltimore Area","masnsports.com","https://linkedin.com/in/ryan-hegarty-aa5306a",,,,"false",,,,
,,"Greg","Johnson","Greg Johnson","Vice President of Sales","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/og-mps-maven",,,,"false",,,,
,,"Brent","Reid","Brent Reid","Vice President of Sales","Dallas-Fort Worth Metroplex","educationadvanced.com","https://linkedin.com/in/brent-reid-a0226b10b",,,,"false",,,,
,,"Kyle","Tormoen","Kyle Tormoen","Vice President of Marketing and Sales","Greater Minneapolis-St. Paul Area","frostlinesinc.com","https://linkedin.com/in/kyle-tormoen-93a36592",,,,"false",,,,
,,"Dustin","Hansen","Dustin Hansen","VP of Sales - Account Management","Salt Lake City Metropolitan Area","filevine.com","https://linkedin.com/in/dustinlhansen",,,,"false",,,,
,,"Jarrod","Cook, MEM","Jarrod Cook, MEM","Chief Revenue Officer (CRO)","Los Angeles Metropolitan Area",,"https://linkedin.com/in/jarrod-cook-mem-99094025",,,,"false",,,,
,,"Greg J.","Bosserman","Greg J. Bosserman","Vice President Business Development / Chief Revenue Officer","Los Angeles Metropolitan Area",,"https://linkedin.com/in/greg-j-bosserman-43950713",,,,"false",,,,
,,"Kim","Liss","Kim Liss","VP of Sales","San Francisco Bay Area","travelinglifestyle.net","https://linkedin.com/in/kim-liss-50813",,,,"false",,,,
,,"Steve","Hult","Steve Hult","Chief Revenue Officer","New York City Metropolitan Area","hivewatch.com","https://linkedin.com/in/stevehult",,,,"false",,,,
,,"christa","daniello","christa daniello","Vice President Sales","New York City Metropolitan Area","theosborn.org","https://linkedin.com/in/christa-daniello-ab2bb021",,,,"false",,,,
,,"Mandy","Williams","Mandy Williams","VP of North American Sales","Dallas-Fort Worth Metroplex","vista-dental.com","https://linkedin.com/in/mandy-williams-9725a21a",,,,"false",,,,
,,"John","Gould","John Gould","Senior Vice President, Global Sales and Pre-sales / Solution Architecture","Dallas-Fort Worth Metroplex","delltechnologies.com","https://linkedin.com/in/johngould",,,,"false",,,,
,,"Noah","Herman","Noah Herman","Chief Revenue Officer (CRO)","New York City Metropolitan Area","fortris.com","https://linkedin.com/in/noah-herman-2916945",,,,"false",,,,
,,"Gerald","Marshall","Gerald Marshall","President & Chief Revenue Officer","Los Angeles Metropolitan Area","paysys.us","https://linkedin.com/in/gerald-marshall-3232263a",,,,"false",,,,
,,"Kevin","Bayly","Kevin Bayly","VP of Sales","San Francisco Bay Area","material.security","https://linkedin.com/in/kevinbayly",,,,"false",,,,
,,"Nate","Roberts","Nate Roberts","Vice President of Sales","Dallas-Fort Worth Metroplex","practicalbuildings.com","https://linkedin.com/in/nate-roberts-7b3179234",,,,"false",,,,
,,"Ron","Bullington","Ron Bullington","Vice President Sales and Marketing","Dallas-Fort Worth Metroplex","integrissolutions.com","https://linkedin.com/in/ronbullington",,,,"false",,,,
,,"Joe","Sherratt","Joe Sherratt","VP of Sales","San Francisco Bay Area","ertecsystems.com","https://linkedin.com/in/joe-sherratt-027319b",,,,"false",,,,
,,"Erika","Rahm","Erika Rahm","Vice President of Sales","Greater Minneapolis-St. Paul Area","insigniasystems.com","https://linkedin.com/in/erika-rahm",,,,"false",,,,
,,"Matt","Havekost","Matt Havekost","Vice President Sales","Greater Minneapolis-St. Paul Area","advancedtek.com","https://linkedin.com/in/havekost",,,,"false",,,,
,,"Nick","Caruso","Nick Caruso","Chief Revenue Officer (CRO)","Washington DC-Baltimore Area","knowledgenet.ai","https://linkedin.com/in/ncaruso",,,,"false",,,,
,,"Laura","Palmer","Laura Palmer","Global Vice President of Revenue","San Francisco Bay Area","unity3d.com","https://linkedin.com/in/laura-r-palmer",,,,"false",,,,
,,"Viktoriya (Vika)","Good","Viktoriya (Vika) Good","VP residential & commercial sales","Dallas-Fort Worth Metroplex","ctot.com","https://linkedin.com/in/viktoriya-vika-good-8966838b",,,,"false",,,,
,,"Zach","Hall","Zach Hall","Chief Revenue Officer","Greater Houston","trismartsolar.com","https://linkedin.com/in/zach-hall",,,,"false",,,,
,,"Samson","Whitfield","Samson Whitfield","Vice President of Sales","Dallas-Fort Worth Metroplex","ifoam.co.za","https://linkedin.com/in/samsonwhitfield",,,,"false",,,,
,,"Mike","Weaver","Mike Weaver","Vice President - Dealer/Trade Sales","Dallas-Fort Worth Metroplex","emser.com","https://linkedin.com/in/mike-weaver-2a2872166",,,,"false",,,,
,,"Noah","Sniderman","Noah Sniderman","Chief Revenue Officer","Greater Cleveland","drips.com","https://linkedin.com/in/snideman",,,,"false",,,,
,,"Christie","Daniels","Christie Daniels","Vice President - Manger, Revenue & Billing Services","Greater Pittsburgh Region","bnymellon.com","https://linkedin.com/in/christie-daniels-35800272",,,,"false",,,,
,,"Sonia","Marie","Sonia Marie","Owner & Chief Revenue Officer (CRO)","Washington DC-Baltimore Area","havanam.com","https://linkedin.com/in/soniamarieco",,,,"false",,,,
,,"Geoff","Reimer","Geoff Reimer","Vice President of Sales Engineering","San Francisco Bay Area","switch.co","https://linkedin.com/in/geoffreimer",,,,"false",,,,
,,"Philip","Schell","Philip Schell","Vice President, Carbon Fiber Sales and Marketing","Dallas-Fort Worth Metroplex","toraycma.com","https://linkedin.com/in/philipschell",,,,"false",,,,
,,"James","Gowers","James Gowers","Chief Operating Officer (COO) & Chief Revenue Officer (CRO); Co-Founder","San Francisco Bay Area","matchacfo.com","https://linkedin.com/in/jamesgowers",,,,"false",,,,
,,"Nelson N.","Henriquez","Nelson N. Henriquez","Chief Revenue Officer (CRO)","Miami-Fort Lauderdale Area","dcobys.com","https://linkedin.com/in/henriquezn",,,,"false",,,,
,,"--James","--Moran","--James --Moran","Vice President of Sales","Washington DC-Baltimore Area","syntrio.com","https://linkedin.com/in/jamesamoran",,,,"false",,,,
,,"Vikas","Shah","Vikas Shah","Chief Revenue Officer","San Francisco Bay Area","lsq.com","https://linkedin.com/in/vbshah",,,,"false",,,,
,,"Garrison","Ramoso","Garrison Ramoso","Vice President, Sales & Business Development","San Francisco Bay Area","getspiffy.com","https://linkedin.com/in/garrisonramoso",,,,"false",,,,
,,"Joe","Weber","Joe Weber","Senior Vice President of Sales","Raleigh-Durham-Chapel Hill Area","joynd.io","https://linkedin.com/in/meetjoeweber",,,,"false",,,,
,,"Rob","Dean","Rob Dean","Vice President of Sales Eastern US","Kansas City Metropolitan Area","testequity.com","https://linkedin.com/in/robdean2023",,,,"false",,,,
,,"John","Arancio","John Arancio","Vice President Sales","New York City Metropolitan Area","attisind.com","https://linkedin.com/in/john-arancio-3705327",,,,"false",,,,
,,"Mario","Grande","Mario Grande","Vice President, Revenue & Membership Growth","Washington DC-Baltimore Area","consumerbrandsassociation.org","https://linkedin.com/in/mariofgrande",,,,"false",,,,
,,"Jason","Money","Jason Money","VP Sales","Los Angeles Metropolitan Area","scicontech.com","https://linkedin.com/in/jason-money-61955999",,,,"false",,,,
,,"Nate","Coon","Nate Coon","Vice President of Sales","Columbus, Ohio Metropolitan Area","adp.com","https://linkedin.com/in/nate-coon",,,,"false",,,,
,,"Jason","Stutt","Jason Stutt","Chief Revenue Officer (CRO)","San Francisco Bay Area","armorcode.com","https://linkedin.com/in/jasonstutt",,,,"false",,,,
,,"Sarah","McCarty","Sarah McCarty","Senior Vice President, Director of Sales Enablement","Greater Minneapolis-St. Paul Area","usi.com","https://linkedin.com/in/sarahmccarty",,,,"false",,,,
,,"Fred","Tan","Fred Tan","Vice President | National Sales Leader | ReadyAI","Washington DC-Baltimore Area","deloitte.com","https://linkedin.com/in/fredltan",,,,"false",,,,
,,"Jodi","Carkner","Jodi Carkner","Vice President of Sales","San Francisco Bay Area",,"https://linkedin.com/in/jodi-carkner-b5153aa8",,,,"false",,,,
,,"Lee","Ittner","Lee Ittner","Chief Revenue Officer (CRO)","Dallas-Fort Worth Metroplex","schokgear.com","https://linkedin.com/in/lee-ittner",,,,"false",,,,
,,"Humberto","Alonso","Humberto Alonso","Vice President of Sales and Marketing","Miami-Fort Lauderdale Area","rayomed.com","https://linkedin.com/in/humberto-alonso-781b6a94",,,,"false",,,,
,,"Ben","Russell","Ben Russell","Vice President of Sales","Washington DC-Baltimore Area","thesoftedge.com","https://linkedin.com/in/ben-russell-ab907b4b",,,,"false",,,,
,,"Joshua","Benson","Joshua Benson","Vice President of Sales","Columbus, Ohio Metropolitan Area",,"https://linkedin.com/in/joshua-benson-959b1916",,,,"false",,,,
,,"Ruchika","Chopra","Ruchika Chopra","Vice President, Sales Operations","San Francisco Bay Area","illumio.com","https://linkedin.com/in/chopraruchika",,,,"false",,,,
,,"Joe","Butler","Joe Butler","VP of Sales","Raleigh-Durham-Chapel Hill Area","chatagents.com","https://linkedin.com/in/getwithjoe",,,,"false",,,,
,,"Russ","Keveryn","Russ Keveryn","Senior Vice President of Sales","Dallas-Fort Worth Metroplex","routethis.com","https://linkedin.com/in/russkeveryn",,,,"false",,,,
,,"Amy","LaHait","Amy LaHait","Vice President of Sales, Higher Education","Washington DC-Baltimore Area","avaap.com","https://linkedin.com/in/amy-lahait-3a83a4b8",,,,"false",,,,
,,"Jamie","Terry","Jamie Terry","VP of Sales and Marketing","Dallas-Fort Worth Metroplex",,"https://linkedin.com/in/jamiejterry",,,,"false",,,,
,,"Jack","Hands","Jack Hands","VP Acute Care Sales","Dallas-Fort Worth Metroplex","avadimhealth.com","https://linkedin.com/in/jack-hands-604ab010a",,,,"false",,,,
,,"Paul","Pham","Paul Pham","Technical Sales VP","San Francisco Bay Area","boostertech.cn","https://linkedin.com/in/paul-pham-822b1a35",,,,"false",,,,
,,"Vicente","Martinez","Vicente Martinez","Vice President of Sales and Marketing","Miami-Fort Lauderdale Area",,"https://linkedin.com/in/vicente-c-martinez",,,,"false",,,,
,,"Elliot","Grossman","Elliot Grossman","Vice President Sales","New York City Metropolitan Area","broadwayfurnituregroup.com","https://linkedin.com/in/elliot-grossman-167a94199",,,,"false",,,,
,,"Brian","Dooley","Brian Dooley","Regional Vice President of Sales","Dallas-Fort Worth Metroplex","xbssouthwest.com","https://linkedin.com/in/brian-dooley-91366111",,,,"false",,,,
,,"Joel","Silverman","Joel Silverman","Chief Revenue Officer (CRO)","New York City Metropolitan Area","kasisto.com","https://linkedin.com/in/joelsilverman1",,,,"false",,,,
,,"Patrick","Neeley, MBA","Patrick Neeley, MBA","Vice President Sales Operations","Miami-Fort Lauderdale Area","intermexonline.com","https://linkedin.com/in/patrick-neeley-mba-0b690832",,,,"false",,,,
,,"Adam","Friedgood","Adam Friedgood","Vice President Sales","New York City Metropolitan Area","shopmobiledoggear.com","https://linkedin.com/in/adam-friedgood-7502b63b",,,,"false",,,,
,,"Richard","Smith","Richard Smith","Vice President of Sales","Columbus, Ohio Metropolitan Area","firstbankofohio.com","https://linkedin.com/in/richard-smith-96188a169",,,,"false",,,,
,,"Emily","Weaver","Emily Weaver","Chief Revenue Officer","Los Angeles Metropolitan Area","puffco.com","https://linkedin.com/in/emily-weaver-6151268",,,,"false",,,,
,,"Rajiv","Sinha","Rajiv Sinha","Cofounder, Chief Revenue Officer","San Francisco Bay Area","boostsecurity.io","https://linkedin.com/in/rajivsinha",,,,"false",,,,
,,"Francisco","Larez","Francisco Larez","Vice President Sales, Latin America and Caribbean","Miami-Fort Lauderdale Area","progress.com","https://linkedin.com/in/franciscolarez",,,,"false",,,,
,,"Trevor","Cowell","Trevor Cowell","Vice President - Sales","Dallas-Fort Worth Metroplex","suptrim.com","https://linkedin.com/in/trevor-cowell-801aab22",,,,"false",,,,
,,"Greg Koutsis - Team of","Shipping and Logistic Experts","Greg Koutsis - Team of Shipping and Logistic Experts","VP Sales Saas ERP Consulting","Miami-Fort Lauderdale Area","sku.co.com","https://linkedin.com/in/greg-koutsis-team-of-shipping-and-logistic-experts-1b0805191",,,,"false",,,,
,,"Jeff","Fahn","Jeff Fahn","VP Sales","Los Angeles Metropolitan Area",,"https://linkedin.com/in/jeff-fahn-a118149",,,,"false",,,,
,,"Joy","Fry","Joy Fry","Vice President, Revenue Cycle","Nashville Metropolitan Area","ausheart.com.au","https://linkedin.com/in/joyfry15",,,,"false",,,,
,,"Tom","Siegel","Tom Siegel","Chief Revenue Officer","Greater Boston","mariadb.com","https://linkedin.com/in/thomasfsiegel",,,,"false",,,,
,,"Velnette","Fenker","Velnette Fenker","Vice President, Revenue Cycle Management","Cincinnati Metropolitan Area","team-rehab.com","https://linkedin.com/in/velfenker",,,,"false",,,,
,,"Leverne","M. Laws, DM","Leverne M. Laws, DM","Vice President, Customer Experience (Customer Care & Inside Sales)","Washington DC-Baltimore Area","breakthrubev.com","https://linkedin.com/in/levernelaws",,,,"false",,,,
,,"Bryon","Christopher Coro","Bryon Christopher Coro","Senior Vice President of Global Sales","Raleigh-Durham-Chapel Hill Area","pendo.io","https://linkedin.com/in/bryon-christopher-coro-2313452b",,,,"false",,,,
,,"M. Drew","Haynie","M. Drew Haynie","Senior Vice President, National Retail Sales","Miami-Fort Lauderdale Area","tracfone.com","https://linkedin.com/in/mdrewhaynie",,,,"false",,,,
,,"Joel","Rasmusson","Joel Rasmusson","Vice President, Sales","Greater Minneapolis-St. Paul Area","elementfleet.com","https://linkedin.com/in/joel-rasmusson-590896118",,,,"false",,,,
,,"Jason","Early","Jason Early","VP of Sales","Raleigh-Durham-Chapel Hill Area","fflvelocity.com","https://linkedin.com/in/jason-early-bb65b8116",,,,"false",,,,
,,"Kate","Silbernick, PMP","Kate Silbernick, PMP","Vice President, Sales Operations","Greater Minneapolis-St. Paul Area","intereum.com","https://linkedin.com/in/kate-silbernick-pmp-a3b7ab4",,,,"false",,,,
,,"Dan","Zapatka","Dan Zapatka","Vice President - Sales at Dext Capital","Dallas-Fort Worth Metroplex","dextcapital.com","https://linkedin.com/in/dan-zapatka-353226197",,,,"false",,,,
,,"Rick","Bump","Rick Bump","Chief Revenue Officer (CRO)","Greater Minneapolis-St. Paul Area","rimage.com","https://linkedin.com/in/rickbump",,,,"false",,,,
,,"Bryan","Jackman","Bryan Jackman","Vice President of Sales","Dallas-Fort Worth Metroplex","lascofittings.com","https://linkedin.com/in/bryanjackman",,,,"false",,,,
